,issue_id,comment_id,ahlaam_preprocessed_text,original_text,email_classification,author_name,is_first_author_thread,nr_characters,ratio_words_email_thread,position_comment_thread,is_last_comment,time_start_to_email,time_email_to_end,time_previous_to_email,time_email_to_next
10,8441,735684970,"11/10, want to see this happen!","11/10, want to see this happen! 💜",not_technical,GirlGerms,0,31,0.0427807486631016,0.02,0,0.0,1.0,2.0,1.0
11,486,490093846,3 month to make an installer for an app)) that's nice),3 month to make an installer for an app)) that's nice),not_technical,Andrey Nikishaev,0,54,0.045180722891566265,0.030303030303030304,0,0.0,0.0,0.0,0.0
12,24031,784621053,"99% of what you wrote translates into excuses to not even attempt to change anything because something could break while at the same time you are totally disregarding that it has already been broken for us, hence the bug reports. The remaining 1% is barely contained smugness and superiority of someone in a position of some power, and it is clear that you enjoy imposing your way on others given your ""ban on tabs"" which you mentioned above. So far you have not addressed any of my points, instead you keep spouting some weird mix of anti-tab religious zealotry and corporate PR talk. At the risk of getting banned from commenting on this and every other Microsoft repo I am going to call you out on your bullshit -- you, Sir, are full of it and presenting rational arguments to you is a colossal waste of time. I am out of here, and I will be advocating in my company to drop Visual Studio licensing. Maybe you will learn to honor user's preferences when they hit you in the wallet.","@CyrusNajmabadi  99% of what you wrote translates into excuses to not even attempt to change anything because something could break while at the same time you are totally disregarding that it has already been broken for us, hence the bug reports.  The remaining 1% is barely contained smugness and superiority of someone in a position of some power, and it is clear that you enjoy imposing your way on others given your ""ban on tabs"" which you mentioned above.  So far you have not addressed any of my points, instead you keep spouting some weird mix of anti-tab religious zealotry and corporate PR talk.  At the risk of getting banned from commenting on this and every other Microsoft repo I am going to call you out on your bullshit -- you, Sir, are full of it and presenting rational arguments to you is a colossal waste of time.  i am out of here, and I will be advocating in my company to drop Visual Studio licensing. Maybe you will learn to honor user's preferences when they hit you in the wallet.",not_technical,Igor Levicki,0,984,0.34929078014184395,0.016129032258064516,0,0.9740634005763689,0.025936599423631124,0.026897214217098942,0.9356388088376562
13,3915,664900745,A bit of research can help you get the info you need in order to be able to perform the necessary tests to confirm/deny your theory so you can start acting on knowledge. Don't act on theories!,> I have a theory where adding tons of app folders to the PATH would slow down the system  A bit of research can help you get the info you need in order to be able to perform the necessary tests to confirm/deny your theory so you can start acting on knowledge. Don't act on theories!  - [Bash PATH length restrictions](https://stackoverflow.com/a/4599911) - [Duplicate entries in $PATH a problem? ](https://unix.stackexchange.com/a/14898),not_technical,Jesse Jackson,0,192,0.058394160583941604,0.05555555555555555,0,0.5325581395348837,0.46511627906976744,0.46744186046511627,0.5325581395348837
14,32315,529573316,a few people have been asking me today about pip install 32 bit tensorflow support.,a few people have been asking me today about pip install 32 bit tensorflow support.,not_technical,Steffan Jensen,0,83,0.17777777777777778,0.0625,0,0.0,1.0,1.1111111111111112,0.0
15,23914,776197063,"A few points.   * On the Flutter site, this issue is still not clearly shown. I spent a week of full time effort learning Flutter, only to find out about this issue hidden in the shader optimization article. I feel misled because everything I first saw on homepage etc, promised 60 FPS and native performance. I think its bordering on unethical to not make this problem clearly known to new developers.  * This issue should be a higher priority than anything else, instead it still seems like its a P3 or lower. No one is even assigned to this issue yet?  * There should be an ETA / timeline for a resolution.   It looks like there's a solution available - running animations in the background to warm up the shader. We just need something around that to be made official.  To be honest. Flutter being free in this case makes it only worse. I wish it was paid so we would not get the it's free, whatever you get be happy response. At least we would not get a 100 line code commit after 1 year on such a huge issue.","> I'm grateful to all the Flutter developers for their work on Flutter, and for making it available for free. > > A few points. > > * On the Flutter site, this issue is still not clearly shown. I spent a week of full time effort learning Flutter, only to find out about this issue hidden in the shader optimization article. I feel misled because everything I first saw on homepage etc, promised 60 FPS and native performance. I think its bordering on unethical to not make this problem clearly known to new developers. > * This issue should be a higher priority than anything else, instead it still seems like its a P3 or lower. No one is even assigned to this issue yet? > * There should be an ETA / timeline for a resolution. > > It looks like there's a solution available - running animations in the background to warm up the shader. We just need something around that to be made official.  To be honest. Flutter being free in this case makes it only worse. I wish it was paid so we would not get the “it’s free, whatever you get be happy” response. At least we would not get a 100 line code commit after 1 year on such a huge issue.",not_technical,None,0,1015,0.9906542056074766,0.017543859649122806,0,0.6818181818181818,0.2727272727272727,0.3181818181818182,0.6818181818181818
16,26489,702941715,A full OpenID Provider has been built in.  Not sure why it's considered necessary to have it now. I get that IdentityServer going non-free sucks for some users but there are alternatives like OpenIDdict. Begging Microsoft to make things like this distracts them from improving core functionality.  Microsoft doesn't have to own everything dotnet.,A full OpenID Provider has been built in.  Not sure why it's considered necessary to have it now.  I get that IdentityServer going non-free sucks for some users but there are alternatives like OpenIDdict.  Begging Microsoft to make things like this distracts them from improving core functionality.  Microsoft doesn't have to own everything dotnet.,not_technical,Adam Hathcock,0,346,0.2946859903381642,0.021739130434782608,0,0.5,0.5,1.0,1.0
17,32315,532027042,A lot of my clients asking for this too. would appreciate a fix,A lot of my clients asking for this too. would appreciate a fix,not_technical,None,0,63,0.15555555555555556,0.0625,0,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.8888888888888888
18,102513,659431435,A thumbs down isn't enough on this one. There's zero tolerance for backwater attitude. Reporting.,A thumbs down isn't enough on this one. There's zero tolerance for backwater attitude @mahen23. Reporting.,not_technical,John Kinsella,0,97,1.0,0.09090909090909091,0,1.0,0.0,0.0,2.0
19,3469,483869570,"Actually, please don't fix it. I am not paying you. And you believe you have the best idea, and that my request is too much.  Have a good day!","Actually, please don't fix it. I am not paying you. And you believe you have the best idea, and that my request is too much.  Have a good day!",not_technical,None,0,142,0.2222222222222222,0.034482758620689655,0,0.0,1.0,1.0015698587127158,0.0015698587127158557
20,87381,567498186,add a Satan Hat!,add a Satan Hat!,not_technical,None,0,16,0.4166666666666667,0.16666666666666666,0,0.0,0.0,0.0,0.0
21,38336,596160522,"after bit thinking... console is the settings page? modes is night/light modes? regardless firefox, ill just repeat my self: i tried to log in from microsoft edge and torch browser but it failed. should i open one more bug report?  now i have the feeling you didn't read anything at all. did you try to do this from ANY other browser? or you just assume that if it works for you work for absolutely everyone?","@lasjorg after bit thinking... console is the settings page? modes is night/light modes?  regardless firefox, ill just repeat my self: i tried to log in from microsoft edge and torch browser but it failed. should i open one more bug report?  now i have the feeling you didn't read anything at all. did you try to do this from ANY other browser? or you just assume that if it works for you work for absolutely everyone?",not_technical,Pavel - aka rocnogu,0,408,0.5695364238410596,0.1111111111111111,0,0.0,0.0,0.0,0.0
22,19102,642359660,"Agree . Don't let word game anesthetize us, If everyone pays attention, discrimination will slowly disappear, but if we pretend that it has disappeared now, it may exist forever, The more one tries to hide, the more one is exposed.","Agree @pingfengafei . Don't let word game anesthetize us, If everyone pays attention, discrimination will slowly disappear, but if we pretend that it has disappeared now, it may exist forever, The more one tries to hide, the more one is exposed.",not_technical,Tian hao,0,231,0.3057324840764331,0.09090909090909091,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
23,6418,395749371,"agree with them (and many others) : tasks as bug fix, minors improvments, answering question about using, writing documentation are taking lot of times. It seem you've big community who love SUI and agree your mind. People are ready to help u for improving this great framework. Giving all this things to other and keeping your time for deeping development may be win-win for all : - for you, cause you can use 100% time for your (great) goal - for community cause talented people are ready to help - for users cause they'll find answers and see project is alive and active (what's more frustrating / dissuasive for dev to see dead repo ? almost if they are professional dev or Decision-makers in enterprise).  I agree your mind but really sad about results...  :-|  PS : sorry for my poor english, frenchies are really bad with it :-)","@jlukic  : agree with prudho, donaggio (and many others) : tasks as bug fix, minors improvments, answering question about using, writing documentation are taking lot of times. It seem you've big community who love SUI and agree your mind. People are ready to help u for improving this great framework. Giving all this things to other and keeping your time for deeping development may be win-win for all : - for you, cause you can use 100% time for your (great) goal - for community cause talented people are ready to help - for users cause they'll find answers and see project is alive and active (what's more frustrating / dissuasive for dev to see dead repo ? almost if they are professional dev or Decision-makers in enterprise).  I agree your mind but really sad about results...  :-|  PS : sorry for my poor english, frenchies are really bad with it :-)",not_technical,None,0,835,0.6441947565543071,0.045454545454545456,0,0.03773584905660377,0.9622641509433962,0.9716981132075472,0.03773584905660377
24,143,383163269,"Ahhhh! Yeah, you're getting hit by the known issue! Anyone else seeing this, you'll likely see perf return to normal if you keep scaling <= 200% and your font <24pt., though not guarantees.  I found the dev owner yesterday and he was literally working on fix for this issue that surfaced elsewhere but is the same root cause!  Re. XPerf/WPA - **I KNOW, RIGHT**!! I was talking with aforementioned dev and was recalling how hard it was, back in the dark ages, to diagnose issues like these without the benefit of detailed perf traces!!  Thank goodness for progress ,)","Ahhhh! Yeah, you're getting hit by the known issue! Anyone else seeing this, you'll likely see perf return to normal if you keep scaling <= 200% and your font <24pt., though not guarantees.  I found the dev owner yesterday and he was literally working on fix for this issue that surfaced elsewhere but is the same root cause!  Re. XPerf/WPA - **I KNOW, RIGHT**!! I was talking with aforementioned dev and was recalling how hard it was, back in the dark ages, to diagnose issues like these without the benefit of detailed perf traces!!  Thank goodness for progress ,)",not_technical,Rich Turner,0,566,0.8211920529801324,0.023255813953488372,0,0.08823529411764706,0.9117647058823529,0.9159663865546218,0.09243697478991597
25,32497,514000307,"Alright, I am going to lock this issue. We can't tolerate abrasive language or tone on this issue tracker, and it has clearly become a problem here, so I'm closing the thread. Insults, disrespectful tone, and consistently abrasive language are violations of our code of conduct. Keep in mind that violations of the code of conduct can result in being banned. I always try to remind participants that we are *all* striving to make TypeScript better - but if you want to participate, the only way to do so is with respect. If you cannot do that, we cannot allow you to engage on the issue tracker.","Alright, I am going to lock this issue. We can't tolerate abrasive language or tone on this issue tracker, and it has clearly become a problem here, so I'm closing the thread. Insults, disrespectful tone, and consistently abrasive language are violations of our [code of conduct](https://opensource.microsoft.com/codeofconduct/).  Keep in mind that violations of the code of conduct can result in being banned. I always try to remind participants that we are *all* striving to make TypeScript better - but if you want to participate, the only way to do so is with respect. If you cannot do that, we cannot allow you to engage on the issue tracker.",not_technical,Daniel Rosenwasser,0,595,0.5701357466063348,0.07692307692307693,0,1.0,0.0,0.0,1.5
26,87327,567424403,Also there was some recent effort to associate snowflake and Santa with its red hat to drug consumption so please don't talk about Its red hat and snow symbol in the same thread. :smile cat:,Also there was some recent effort to associate snowflake and Santa with its red hat to drug consumption so please don't talk about Its red hat and snow symbol in the same thread. :smile_cat: https://www.vice.com/en_us/article/jgee9k/amazon-is-still-selling-festive-christmas-sweaters-showing-santa-doing-cocaine,not_technical,None,0,190,0.18932038834951456,0.038461538461538464,0,0.0,0.0,0.0,0.0
27,16029,360226663,"Also, the only way someone can convince someone else to work on something on this project is good arguments from one side and the will to do it from the other side.  Not only in this case there simply are no good arguments against implementing mono (in fact, there are only good arguments in favor of it), but also developers willing to do it.  It's unavoidable, this project has life of it's own, I am not in control of it.","Also, the only way someone can convince someone else to work on something on this project is good arguments from one side and the will to do it from the other side.  Not only in this case there simply are no good arguments against implementing mono (in fact, there are only good arguments in favor of it), but also developers willing to do it.  It's unavoidable, this project has life of it's own, I am not in control of it.",not_technical,Juan Linietsky,0,424,0.3108108108108108,0.09090909090909091,0,0.0,0.0,0.0,0.0
28,8019,626575842,"Also: It would be nice to at least give an explanation before just closing an issue, this way nothing will get resolved,","Also, @DirtyF: It would be nice to at least give an explanation before just closing an issue, this way nothing will get resolved,",not_technical,Julian Burner,0,120,1.0,0.2,0,1.0,0.0,0.0,0.1111111111111111
29,519,339737680,"Also: Yay, a million times, yay! We'll pull it into Mesos with ExternalProject Add.","Also:  > I introduced a CMake build system  Yay, a million times, yay! We'll pull it into Mesos with `ExternalProject_Add`.",not_technical,Andrew Schwartzmeyer,0,83,1.0,0.03571428571428571,0,0.016129032258064516,0.9818548387096774,0.9838709677419355,0.018145161290322582
